1	0	0
0.9808775	-0.0063902	0
0.9612676	-0.012264	0
0.9412311	-0.0176452	0
0.9208285	-0.0225578	0
0.9001206	-0.0270256	0
0.8791681	-0.0310727	0
0.8580316	-0.034723	0
0.8367717	-0.0380003	0
0.8154492	-0.0409287	0
0.7941247	-0.043532	0
0.772859	-0.0458342	0
0.7517125	-0.0478592	0
0.7307461	-0.049631	0
0.7100204	-0.0511734	0
0.689596	-0.0525104	0
0.6695337	-0.053666	0
0.6498941	-0.054664	0
0.6307379	-0.0555284	0
0.6121257	-0.0562831	0
0.5941163	-0.0569516	0
0.5767246	-0.0575445	0
0.5599215	-0.0580603	0
0.5436761	-0.0584965	0
0.5279575	-0.0588509	0
0.5127347	-0.0591211	0
0.4979767	-0.059305	0
0.4836526	-0.0594001	0
0.4697314	-0.0594042	0
0.4561823	-0.0593151	0
0.4429743	-0.0591303	0
0.4300764	-0.0588476	0
0.4174576	-0.0584647	0
0.4050871	-0.0579793	0
0.3929339	-0.0573891	0
0.3809671	-0.0566919	0
0.3691556	-0.0558852	0
0.3574686	-0.0549668	0
0.3458751	-0.0539345	0
0.3343442	-0.0527859	0
0.3228514	-0.0515202	0
0.3113985	-0.0501424	0
0.2999935	-0.0486591	0
0.2886448	-0.0470768	0
0.2773604	-0.045402	0
0.2661487	-0.0436412	0
0.2550177	-0.041801	0
0.2439757	-0.0398878	0
0.2330309	-0.0379083	0
0.2221915	-0.0358688	0
0.2114656	-0.033776	0
0.2008615	-0.0316364	0
0.1903873	-0.0294565	0
0.1800513	-0.0272428	0
0.1698617	-0.0250018	0
0.1598265	-0.02274	0
0.1499542	-0.020464	0
0.1402527	-0.0181804	0
0.1307304	-0.0158955	0
0.1213955	-0.0136163	0
0.1122602	-0.0113574	0
0.10334	-0.0091412	0
0.094651	-0.0069904	0
0.0862089	-0.0049276	0
0.0780296	-0.0029757	0
0.070129	-0.0011572	0
0.0625229	0.000505	0
0.0552272	0.0019883	0
0.0482579	0.00327	0
0.0416306	0.0043273	0
0.0353614	0.0051375	0
0.0294661	0.005678	0
0.0239605	0.005926	0
0.0188605	0.0058588	0
0.014182	0.0054537	0
0.0099408	0.0046879	0
0.0061528	0.0035389	0
0.0028339	0.0019838	0
0	0	0
0.0025425	-0.0041105	0
0.0056273	-0.0080654	0
0.0092304	-0.0118702	0
0.0133279	-0.0155302	0
0.0178959	-0.019051	0
0.0229102	-0.0224378	0
0.028347	-0.0256962	0
0.0341822	-0.0288316	0
0.040392	-0.0318493	0
0.0469523	-0.0347548	0
0.0538391	-0.0375535	0
0.0610285	-0.0402508	0
0.0684966	-0.0428521	0
0.0762192	-0.0453629	0
0.0841726	-0.0477886	0
0.0923326	-0.0501345	0
0.1006754	-0.0524062	0
0.1091769	-0.054609	0
0.1178132	-0.0567483	0
0.1265609	-0.0588294	0
0.1354121	-0.0608546	0
0.1443739	-0.062823	0
0.1534544	-0.0647338	0
0.1626613	-0.0665859	0
0.1720026	-0.0683784	0
0.1814862	-0.0701103	0
0.19112	-0.0717808	0
0.2009119	-0.0733888	0
0.2108698	-0.0749335	0
0.2210016	-0.0764138	0
0.2313152	-0.0778289	0
0.2418186	-0.0791778	0
0.2525196	-0.0804595	0
0.2634261	-0.0816731	0
0.2745461	-0.0828176	0
0.2858874	-0.0838921	0
0.2974579	-0.0848957	0
0.3092657	-0.0858274	0
0.3213184	-0.0866863	0
0.3336228	-0.0874713	0
0.3461797	-0.088181	0
0.3589888	-0.0888137	0
0.3720496	-0.089368	0
0.3853618	-0.0898424	0
0.3989249	-0.0902351	0
0.4127385	-0.0905448	0
0.4268023	-0.0907698	0
0.4411158	-0.0909086	0
0.4556786	-0.0909596	0
0.4704903	-0.0909213	0
0.4855506	-0.0907922	0
0.5008589	-0.0905705	0
0.5164149	-0.090255	0
0.5322182	-0.0898438	0
0.5482684	-0.0893356	0
0.5645651	-0.0887288	0
0.5811079	-0.0880217	0
0.5978963	-0.0872129	0
0.6149303	-0.0862999	0
0.6322155	-0.0852622	0
0.6497639	-0.0840607	0
0.6675875	-0.0826556	0
0.6856982	-0.0810071	0
0.7041081	-0.0790753	0
0.7228292	-0.0768206	0
0.7418736	-0.074203	0
0.7612533	-0.0711827	0
0.7809803	-0.06772	0
0.8010666	-0.063775	0
0.8215244	-0.0593079	0
0.8423656	-0.054279	0
0.8636022	-0.0486484	0
0.8852463	-0.0423763	0
0.9073099	-0.0354229	0
0.929805	-0.0277483	0
0.9527437	-0.0193129	0
0.976138	-0.0100767	0
1	0	0
