1	0	0
0.9775686	-0.0049864	0
0.9558293	-0.0097147	0
0.9347556	-0.0141889	0
0.914321	-0.0184129	0
0.8944989	-0.0223905	0
0.8752628	-0.0261256	0
0.8565862	-0.029622	0
0.8384425	-0.0328838	0
0.8208052	-0.0359147	0
0.8036478	-0.0387186	0
0.7869438	-0.0412994	0
0.7706665	-0.0436611	0
0.7547895	-0.0458074	0
0.7392862	-0.0477423	0
0.7241302	-0.0494696	0
0.7092948	-0.0509932	0
0.6947535	-0.0523171	0
0.6804799	-0.053445	0
0.6664473	-0.0543809	0
0.6526296	-0.0551287	0
0.6390101	-0.0556934	0
0.6255813	-0.0560808	0
0.6123359	-0.0562972	0
0.5992671	-0.0563485	0
0.5863676	-0.0562408	0
0.5736303	-0.05598	0
0.5610482	-0.0555723	0
0.5486143	-0.0550237	0
0.5363213	-0.0543402	0
0.5241622	-0.0535279	0
0.5121299	-0.0525927	0
0.5002173	-0.0515408	0
0.4884174	-0.0503781	0
0.476723	-0.0491108	0
0.465127	-0.0477448	0
0.4536224	-0.0462862	0
0.442202	-0.044741	0
0.4308588	-0.0431152	0
0.4195857	-0.041415	0
0.4083755	-0.039645	0
0.3972208	-0.0378046	0
0.386114	-0.0358917	0
0.3750477	-0.0339045	0
0.3640143	-0.031841	0
0.3530063	-0.0296992	0
0.3420162	-0.0274771	0
0.3310365	-0.0251729	0
0.3200597	-0.0227844	0
0.3090783	-0.0203098	0
0.2980847	-0.017747	0
0.2870714	-0.0150942	0
0.276031	-0.0123493	0
0.2649559	-0.0095104	0
0.2538386	-0.0065755	0
0.2426716	-0.0035426	0
0.2314473	-0.0004099	0
0.2201583	0.0028248	0
0.2087971	0.0061632	0
0.1973569	0.0096059	0
0.1858484	0.0131151	0
0.1742999	0.0166154	0
0.1627406	0.0200297	0
0.1511993	0.0232807	0
0.1397052	0.0262914	0
0.1282873	0.0289845	0
0.1169746	0.031283	0
0.1057962	0.0331097	0
0.0947811	0.0343874	0
0.0839583	0.035039	0
0.0733569	0.0349874	0
0.0630059	0.0341554	0
0.0529344	0.0324659	0
0.0431714	0.0298416	0
0.0337459	0.0262056	0
0.0246869	0.0214805	0
0.0160236	0.0155893	0
0.007785	0.0084549	0
0	0	0
0.0001649	-0.0040716	0
0.0009363	-0.0079833	0
0.0023069	-0.0117465	0
0.0042689	-0.0153727	0
0.0068149	-0.0188736	0
0.0099373	-0.0222606	0
0.0136286	-0.0255453	0
0.0178811	-0.0287392	0
0.0226874	-0.0318538	0
0.02804	-0.0349008	0
0.0339311	-0.0378915	0
0.0403533	-0.0408376	0
0.0472991	-0.0437506	0
0.0547609	-0.046642	0
0.0627311	-0.0495233	0
0.0712022	-0.0524062	0
0.0801666	-0.055302	0
0.0896168	-0.0582225	0
0.0995453	-0.061179	0
0.1099441	-0.0641827	0
0.1207992	-0.067233	0
0.1320904	-0.0703181	0
0.1437971	-0.0734256	0
0.1558987	-0.0765429	0
0.1683745	-0.0796577	0
0.1812042	-0.0827575	0
0.194367	-0.08583	0
0.2078424	-0.0888627	0
0.2216098	-0.0918431	0
0.2356486	-0.0947588	0
0.2499384	-0.0975975	0
0.2644584	-0.1003466	0
0.2791882	-0.1029938	0
0.2941072	-0.1055266	0
0.3091947	-0.1079325	0
0.3244303	-0.1101993	0
0.3397933	-0.1123144	0
0.3552631	-0.1142654	0
0.3708193	-0.1160398	0
0.3864435	-0.117627	0
0.402127	-0.1190227	0
0.4178633	-0.1202244	0
0.4336459	-0.1212295	0
0.4494684	-0.1220356	0
0.4653244	-0.1226401	0
0.4812073	-0.1230405	0
0.4971107	-0.1232342	0
0.5130281	-0.1232188	0
0.5289532	-0.1229917	0
0.5448793	-0.1225503	0
0.5608001	-0.1218922	0
0.5767091	-0.1210148	0
0.5925999	-0.1199156	0
0.608466	-0.1185921	0
0.6243008	-0.1170417	0
0.6400981	-0.1152618	0
0.6558512	-0.1132501	0
0.6715538	-0.111004	0
0.6872	-0.1085206	0
0.7027974	-0.1057923	0
0.7183673	-0.1028062	0
0.7339316	-0.0995493	0
0.749512	-0.0960087	0
0.7651303	-0.0921713	0
0.7808085	-0.0880241	0
0.7965684	-0.0835541	0
0.8124317	-0.0787483	0
0.8284203	-0.0735936	0
0.844556	-0.0680772	0
0.8608607	-0.0621859	0
0.8773562	-0.0559067	0
0.8940643	-0.0492267	0
0.9110068	-0.0421328	0
0.9282056	-0.034612	0
0.9456825	-0.0266514	0
0.9634593	-0.0182378	0
0.9815578	-0.0093584	0
1	0	0
