1	0	0
0.9815977	-0.0066344	0
0.9625405	-0.0126462	0
0.9429024	-0.0180667	0
0.9227575	-0.0229271	0
0.9021799	-0.0272587	0
0.8812438	-0.0310926	0
0.8600232	-0.0344602	0
0.8385923	-0.0373926	0
0.8170251	-0.0399211	0
0.7953958	-0.0420769	0
0.7737784	-0.0438913	0
0.752247	-0.0453954	0
0.7308759	-0.0466206	0
0.709739	-0.047598	0
0.6889104	-0.0483588	0
0.6684644	-0.0489344	0
0.6484749	-0.0493559	0
0.6290161	-0.0496546	0
0.6101621	-0.0498617	0
0.5919847	-0.0500077	0
0.574502	-0.0501074	0
0.5576786	-0.0501594	0
0.5414768	-0.0501619	0
0.5258589	-0.050113	0
0.5107872	-0.0500107	0
0.4962238	-0.0498531	0
0.4821311	-0.0496384	0
0.4684714	-0.0493646	0
0.4552068	-0.0490298	0
0.4422997	-0.048632	0
0.4297123	-0.0481695	0
0.4174069	-0.0476402	0
0.4053458	-0.0470422	0
0.3934912	-0.0463737	0
0.3818054	-0.0456328	0
0.3702506	-0.0448174	0
0.3587892	-0.0439257	0
0.3473833	-0.0429559	0
0.3359953	-0.0419059	0
0.3245959	-0.0407748	0
0.3131902	-0.0395658	0
0.3017916	-0.0382827	0
0.2904136	-0.0369297	0
0.2790698	-0.0355106	0
0.2677737	-0.0340297	0
0.2565388	-0.0324907	0
0.2453786	-0.0308979	0
0.2343066	-0.0292551	0
0.2233363	-0.0275665	0
0.2124813	-0.025836	0
0.2017551	-0.0240676	0
0.1911711	-0.0222653	0
0.1807429	-0.0204333	0
0.170484	-0.0185754	0
0.1604079	-0.0166957	0
0.1505281	-0.0147982	0
0.1408581	-0.012887	0
0.1314116	-0.010966	0
0.1222017	-0.0090397	0
0.1132378	-0.0071215	0
0.1045255	-0.0052338	0
0.09607	-0.0033997	0
0.0878765	-0.0016419	0
0.0799504	0.0000166	0
0.0722968	0.001553	0
0.064921	0.0029444	0
0.0578284	0.0041679	0
0.0510241	0.0052006	0
0.0445135	0.0060196	0
0.0383017	0.0066021	0
0.0323942	0.0069251	0
0.026796	0.0069659	0
0.0215126	0.0067014	0
0.0165491	0.0061088	0
0.0119108	0.0051653	0
0.007603	0.0038479	0
0.003631	0.0021338	0
0	0	0
0.0025471	-0.0043711	0
0.0055843	-0.0085233	0
0.0090912	-0.0124662	0
0.0130476	-0.0162098	0
0.017433	-0.0197636	0
0.0222273	-0.0231375	0
0.0274101	-0.0263413	0
0.0329611	-0.0293846	0
0.0388599	-0.0322772	0
0.0450864	-0.035029	0
0.0516201	-0.0376495	0
0.0584408	-0.0401486	0
0.0655282	-0.0425361	0
0.0728619	-0.0448216	0
0.0804217	-0.047015	0
0.0881872	-0.049126	0
0.0961381	-0.0511643	0
0.1042541	-0.0531397	0
0.112515	-0.0550619	0
0.120901	-0.0569405	0
0.1294072	-0.0587796	0
0.1380432	-0.0605783	0
0.1468193	-0.062335	0
0.155746	-0.0640485	0
0.1648335	-0.0657175	0
0.1740921	-0.0673406	0
0.1835322	-0.0689164	0
0.1931641	-0.0704437	0
0.2029981	-0.071921	0
0.2130446	-0.0733472	0
0.2233138	-0.0747207	0
0.2338161	-0.0760403	0
0.2445619	-0.0773046	0
0.2555614	-0.0785124	0
0.266825	-0.0796622	0
0.278363	-0.0807527	0
0.2901858	-0.0817826	0
0.3023036	-0.0827505	0
0.3147268	-0.0836552	0
0.3274625	-0.0844949	0
0.3405054	-0.0852672	0
0.3538467	-0.0859691	0
0.3674779	-0.0865977	0
0.3813905	-0.0871503	0
0.3955757	-0.0876238	0
0.410025	-0.0880155	0
0.4247298	-0.0883226	0
0.4396814	-0.088542	0
0.4548713	-0.088671	0
0.4702909	-0.0887066	0
0.4859315	-0.0886461	0
0.5017846	-0.0884865	0
0.5178415	-0.088225	0
0.5340936	-0.0878587	0
0.5505324	-0.0873848	0
0.5671492	-0.0868003	0
0.5839355	-0.0861024	0
0.6008825	-0.0852883	0
0.6179825	-0.0843544	0
0.6352427	-0.0832815	0
0.6526861	-0.082035	0
0.6703362	-0.0805795	0
0.6882163	-0.0788796	0
0.70635	-0.0768999	0
0.7247608	-0.0746051	0
0.7434722	-0.0719599	0
0.7625076	-0.0689287	0
0.7818905	-0.0654762	0
0.8016444	-0.0615672	0
0.8217928	-0.0571661	0
0.8423592	-0.0522376	0
0.8633671	-0.0467464	0
0.8848399	-0.040657	0
0.9068011	-0.0339342	0
0.9292742	-0.0265424	0
0.9522828	-0.0184464	0
0.9758502	-0.0096107	0
1	0	0
